"ID";"Name";"Type";"Picture";"Description";"Semantics";"global_id";
"90";"Флаг муниципального округа Останкинский в городе Москве";"Флаг";"7d30748a-3a14-4b52-b70d-f43dcbbc4e35";"Прямоугольное двухстороннее полотнище голубого цвета с отношением ширины к длине 2:3, несущее на полотнище фигуры из герба муниципального округа Останкинский, выполненные желтым и белым цветом. В нижней части голубого полотнища помещено, примыкающее к нижнему краю полотнища изображение желтого палисада о восьми зубцах, с выгнутым вырезом в нижней части. Высота изображения составляет 3:8 ширины полотнища. Над палисадом помещено изображение обращенной в верхний, прилегающий к древку угол полотнища, белой шлифованной четырехлучевой кометы с опущенными боковыми лучами и хвостом, обращенным в нижний, противоположный древку угол полотнища, по бокам которой две белые восьмиконечные звезды с разновеликими лучами. Габаритные размеры изображения составляют 7:8 длины и Уг ширины полотнища. Центр изображения равноудален от боковых краев и находится на расстоянии 5:16 от верхнего края.";"Флаг муниципального округа Останкинский создан на основе герба муниципального округа Останкинский и повторяет его символику. Золотой палисад с вырезом в нижней части символизирует Крестовскую заставу середины XVIII века, построенную на Ярославской дороге на линии Камер-Коллежского вала. Позднее, название «Крестовский» получил крупный мост, пересекший Николаевскую железную дорогу. Летящая комета и звезды символизируют названия улиц муниципального округа, отражающих космическую тематику, - Звездный бульвар, аллея Героев Космоса, улица Академика Королева, улица Цандера. Также на территории муниципального округа находится музей- квартира Академика С.П. Королева.";"1031134641";
"91";"Герб муниципального округа Свиблово в городе Москве";"Герб";"a4abebec-f7bd-41bf-bf30-44ebc57fb359";"В зеленом поле над лазоревой оконечностью, окаймленной серебром и обремененной обращённым влево золотым пастушеским рожком, - серебряный, летящий вправо с воздетыми крыльями, голубь с серебряным же шестиконечным крестом в клюве.";"Серебряный (белый) голубь символизирует историю муниципального округа.
Свиблово. С начала XIX века москвичи среднего достатка снимали в Свиблово крестьянские избы под дачи и охотно занимались разведением голубей. Это было одно из наиболее распространенных занягий местных жителей. Голубь с крестом как символ Святого Духа аллегорически указывает также на наличие на территории муниципального округа храма Троицы, памятника архитектуры начала XIX века. Пастушеский рожок, русский народный духовой инструмент, символизирует многолюдные празднества, фейерверки и особенно роговую музыку, которой славилась усадьба Свиблово (старое название местности) в начале XIX века. Лазоревая (синяя) оконечность с серебряной каймой символизирует протекающую на территории муниципального округа Свиблово реку Яузу. Примененные в гербе цвета символизируют: зеленый цвет - символ жизни, молодости, природы, роста, здоровья; лазурь (голубой цвет) - символ чести, красоты, благородства, духовности и чистого неба; серебро (белый цвет) - символ чистоты, невинности, верности, надежности и доброты;
золото (желтый цвет) - символ высшей ценности, солнечной энергии, богатства, силы, устойчивости и процветания.";"1031136070";
"92";"Флаг муниципального округа Свиблово в городе Москве";"Флаг";"3d7c84b9-a435-4c8f-b758-6ae981625c97";"Прямоугольное двухстороннее полотнище с отношением ширины к длине 2:3, воспроизводящее фигуры из герба муниципального округа Свиблово, выполненные зеленым, голубым, белым и желтым цветом.";"Флаг муниципального округа Свиблово создан на основе герба муниципального округа Свиблово и повторяет его символику. Белый голубь символизирует историю муниципального округа Свиблово. С начала XIX века москвичи среднего достатка снимали в Свиблово крестьянские избы под дачи и охотно занимались разведением голубей. Это было одно из наиболее распространенных занятий местных жителей. Голубь с крестом как символ Святого Духа аллегорически указывает также на наличие на территории муниципального округа храма Троицы, памятника архитектуры начала XIX века. Пастушеский рожок, русский народный духовой инструмент, символизирует многолюдные празднества, фейерверки и особенно роговую музыку, которой славилась усадьба Свиблово (старое название местности) в начале XIX века. Синяя (лазоревая) оконечность с белой (серебряной) каймой символизирует протекающую на территории муниципального округа Свиблово реку Яузу. Примененные во флаге цвета символизируют: зеленый цвет - символ жизни, молодости, природы, роста, здоровья; голубой цвет (лазурь) - символ чести, красоты, благородства, духовности и чистого неба; белый цвет (серебро) - символ чистоты, невинности, верности, надежности и доброты; желтый цвет (золото) - символ высшей ценности, солнечной энергии, богатства, силы, устойчивости и процветания.";"1031136078";
"93";"Герб муниципального округа Фили-Давыдково в городе Москве";"Герб";"7ee65082-d2bd-4da9-ace1-61d58300c463";"В червленом поле - золотая с черным гребнем кирасирская каска, обращенная вправо над двумя черными, украшенными золотом, пушечными стволами накрест.";"Боевое прошлое муниципального округа Фили-Давыдково связано со многими важнейшими историческими событиями времен Василия III, Ивана Грозного, Смутного времени, Отечественной войны 1812 года и Великой Отечественной войны 1941-1945 годов. События 1812 года - Отечественная война, нашествие войск Наполеона, вооруженная борьба с ними и изгнание их с территории России, знаменательный военный совет в Филях - нашли отражение в символике герба муниципального округа Фили-Давыдково. Перекрещенные стволы орудий и золотая каска кирасира в червленом поле символизируют победу русского оружия в Отечественной войне 1812 года, а также мужество и стойкость защитников Москвы. Примененные в гербе цвета символизируют:
червлень (красный цвет) - символ труда, мужества, жизнеутверждающей силы, красоты и праздника; черный цвет - символ плодородия, мудрости, скромности, вечности бытия; золото (желтый цвет) - символ высшей ценности, солнечной энергии, богатства, силы, устойчивости и процветания.";"1031136527";
"94";"Флаг муниципального округа Фили-Давыдково в городе Москве";"Флаг";"c8bb7eea-a430-43d1-bb6a-bb3c62cbda80";"Прямоугольное двухстороннее полотнище красного цвета с отношением ширины к длине 2:3, воспроизводящее фигуры из герба муниципального округа Фили-Давыдково, выполненные желтым и черным цветом.";"Флаг муниципального округа Фили-Давыдково создан на основе герба муниципального округа Фили-Давыдково и повторяет его символику. Боевое прошлое муниципального округа Фили-Давыдково связано со многими важнейшими историческими событиями времен Василия III, Ивана Грозного, Смутного времени, Отечественной войны 1812 года и Великой Отечественной войны 1941-1945 годов. События 1812 года - Отечественная война, нашествие войск Наполеона, вооруженная борьба с ними и изгнание их с территории России, знаменательный военный совет в Филях - нашли отражение в символике флага муниципального округа Фили-Давыдково.
Перекрещенные стволы орудий и желтая каска кирасира в красном поле символизируют победу русского оружия в Отечественной войне 1812 года, а также мужество и стойкость защитников Москвы.
Примененные во флаге цвета символизируют: красный цвет (червлень) - символ труда, мужества, жизнеутверждающей силы, красоты и праздника; черный цвет - символ плодородия, мудрости, скромности, вечности бытия; желтый цвет (золото) - символ высшей ценности, солнечной энергии, богатства, силы, устойчивости и процветания.";"1031136534";
"95";"Герб муниципального округа Южное Медведково в городе Москве";"Герб";"045807d8-4878-4240-910b-8571b8f43271";"В золотом поле под червленой главой, обремененной золотым солнцем (без изображения лица) - идущий пурпурный медведь с серебряными глазами и зубами.";"В гербе муниципального округа Южное Медведково языком символов и аллегорий гласно показано его название: - идущий пурпурный медведь символизирует топоним «Медведково». Вместе с красным цветом верхнего поля медведь является символом мужества и героизма прославленных защитников Москвы под предводительством князя Д.М. Пожарского, правнука В.Ф. Пожарского по прозвищу Медведь - первого владельца земель, на территории которых расположен современный муниципальный округ; золотое солнце и золотое нижнее поле символизируют топоним «Южное».
Примененные в гербе цвета символизируют: червлень (красный цвет) - символ храбрости, великодушия, любви и животворных сил; пурпур - символ власти, славы, почета, благородства происхождения; золото (желтый цвет) - символ солнечной энергии, богатства, силы, устойчивости и процветания;
серебро (белый цвет) - символ чистоты и невинности.";"1031136542";
"96";"Флаг муниципального округа Южное Медведково в городе Москве";"Флаг";"d623fb23-4750-4946-88b2-4ad8514e15e9";"Прямоугольное двухстороннее полотнище с отношением ширины к длине 2:3, воспроизводящее фигуры из герба муниципального округа Южное Медведково, выполненные красным, желтым, пурпурным и белым цветом.";"Флаг муниципального округа Южное Медведково создан на основе герба муниципального округа Южное Медведково и повторяет его символику. Во флаге муниципального округа Южное Медведково языком символов и аллегорий гласно показано его название: - идущий пурпурный медведь символизирует топоним «Медведково». Вместе с красным цветом верхнего поля медведь является символом мужества и героизма прославленных защитников Москвы под предводительством князя Д. М. Пожарского, правнука В. Ф. Пожарского по прозвищу Медведь - первого владельца земель, на территории которых расположен современный муниципальный округ; - желтое солнце и желтое нижнее поле символизируют топоним «Южное». Примененные во флаге цвета символизируют: красный цвет (червлень) - символ храбрости, великодушия, любви и животворных сил; пурпурный цвет - символ власти, славы, почета, благородства происхождения; желтый цвет (золото) - символ солнечной энергии, богатства, силы, устойчивости и процветания;
белый цвет (серебро) - символ чистоты и невинности.";"1031136582";
"97";"Герб муниципального округа Ясенево в городе Москве";"Герб";"a958b6ed-bb29-44da-964f-e741f619913a";"В лазоревом и пурпурном поле - разделяющее его золотое стропило, обремененное сообращенно положенными зелеными ветвями ясеня и сопровожденное внизу серебряной раскрытой раковиной с лазоревой жемчужиной.";"Золотое стропило - символ жилищного строительства, а также
высокого интеллектуального потенциала жителей муниципального округа Ясенево.
Листья ясеня - гласный символ названия муниципального округа, который в то же время указывает на наличие здесь значительных лесных массивов. Пурпурное поле, ограниченное сверху стропилом, символизирует Теплостанскую возвышенность - особенность рельефа муниципального округа Ясенево, где находится самая высокая точка Москвы. Пурпурный цвет поля является символом того, что долгое время Ясенево было резиденцией московских великих князей. Жемчужина - символ уникальности природы муниципального округа Ясенево. Эти земли, расположенные с юга от Москвы на Теплостанской возвышенности, всегда хорошо прогревались солнцем и издавна славились своим плодородием. Местные жители выращивали много клубники, смородины и других ягод. Но особенно славилось Ясенево великолепными фруктовыми садами, в которых росли яблони и вишни. Развитие сельского хозяйства способствовало накоплению знаний в области агрономии. История муниципального округа Ясенево связана с именами основателей Императорского Московского общества сельского хозяйства, проживавших в усадьбах Ясенево и Узкое: С. И. Гагарина и П. А. Толстого. Жемчужная раковина символизирует природу муниципального округа Ясенево, на территории которого отсутствуют промышленные предприятия, а благоприятное направление ветров и здоровая экология делают проживание здесь комфортным и безопасным.
Примененные в гербе цвета символизируют: лазурь (голубой цвет) - символ чести, красоты, благородства, духовности и чистого неба; пурпурный цвет - символ достоинства, древнего происхождения, могущества, власти; зеленый цвет - символ жизни, молодости, природы, роста, здоровья; серебро (белый цвет) - символ чистоты, невинности, верности, надежности и доброты;
золото (желтый цвет) - символ высшей ценности, солнечной энергии, богатства, силы, устойчивости и процветания.";"1031136600";
"98";"Флаг муниципального округа Ясенево в городе Москве";"Флаг";"23c6e802-2da2-4318-9a33-a8fb84d015ad";"Прямоугольное двухстороннее полотнище с отношением ширины к длине 2:3, воспроизводящее фигуры из герба муниципального округа Ясенево, выполненные малиновым, голубым, зеленым, белым и желтым цветом.";"Флаг муниципального округа Ясенево создан на основе герба муниципального округа Ясенево и повторяет его символику. Желтое стропило - символ жилищного строительства, а также высокого интеллектуального потенциала жителей муниципального округа Ясенево. Листья ясеня - гласный символ названия муниципального округа, который в то же время указывает на наличие здесь значительных лесных массивов.
Пурпурное поле, ограниченное сверху стропилом, символизирует Теплостанскую возвышенность - особенность рельефа муниципального округа Ясенево, где находится самая высокая точка Москвы. Пурпурный цвет поля является символом того, что долгое время Ясенево было резиденцией московских великих князей. Жемчужина - символ уникальности природы муниципального округа Ясенево. Эти земли, расположенные с юга от Москвы на Теплостанской возвышенности, всегда хорошо прогревались солнцем и издавна славились своим плодородием. Местные жители выращивали много клубники, смородины и других ягод. Но особенно славилось Ясенево великолепными фруктовыми садами, в которых росли яблони и вишни. Развитие сельского хозяйства способствовало накоплению знаний в области агрономии. История муниципального округа Ясенево связана с именами основателей Императорского Московского общества сельского хозяйства, проживавших в усадьбах Ясенево и Узкое: С. И. Гагарина и П. А. Толстого. Жемчужная раковина символизирует природу муниципального округа Ясенево, на территории которого отсутствуют промышленные предприятия, а благоприятное направление ветров и здоровая экология делают проживание здесь комфортным и безопасным. Примененные во флаге цвета символизируют: голубой цвет (лазурь) - символ чести, красоты, благородства, духовности и чистого неба; пурпурный цвет - символ достоинства, древнего происхождения, могущества, власти; зеленый цвет - символ жизни, молодости, природы, роста, здоровья; белый цвет (серебро) - символ чистоты, невинности, верности, надежности и доброты;
желтый цвет (золото) - символ высшей ценности, солнечной энергии, богатства, силы, устойчивости и процветания.";"1031136616";
"99";"Герб городского округа Щербинка в городе Москве";"Герб";"316eab36-4e07-451e-892d-42bbb9958190";"В лазоревом поле сквозная золотая арка, мурованная серебром, имеющая по внешней стороне закругленного верха стенозубчатый серебряный край; вверх и в стороны из-за арки расходится золотое сияние в виде тонких вписанных лучей. Внутри арки серебряное кольцо, соединенное с опорой того же металла, внизу вписанной в кольцо, вверху накрывающий край кольца.";"В гербе городского округа Щербинка языком геральдических символов отражены старейшие градообразующие предприятия и основные виды деятельности населения: кольцо, соединенное с опорой, в форме железнодорожного рельса символизирует Экспериментальное кольцо Всероссийского научно-исследовательского института железнодорожного транспорта;
сквозная кирпичная арка (печь) - символ Щербинского завода электроплавленных огнеупоров и расположенного на территории городского округа предприятия Подольскогнеупор; стенозубчатый край (шестерня) - символ Щербинского лифтостроительного завода. Сияние в виде лучей символизирует единство жизни и молодости. Примененные в гербе цвета символизируют: лазурь (голубой цвет) - символ чести, искренности и добродетели, а также символизирует аэропорт и входящий в состав городского округа гарнизон Остафьево; золото (желтый цвет) - символ прочности и силы, справедливости и самостоятельности; серебро (белый цвет) - символ чистоты и откровенности.";"1031136645";
"100";"Флаг городского округа Щербинка в городе Москве";"Флаг";"b7823adb-501a-4e88-9e4a-6134afdc225d";"Прямоугольное двухстороннее полотнище с отношением ширины к длине 2:3, воспроизводящее вдоль узких сторон красные полосы в 1:5 длины полотнища каждая, а между ними - фигуры из герба городского округа Щербинка, выполненные синим, белым и желтым цветом.";"Флаг создан на основе герба городского округа Щербинка и повторяет его символику. Во флаге городского округа Щербинка языком геральдических символов отражены старейшие градообразующие предприятия и основные виды деятельности населения: кольцо, соединенное с опорой, в форме железнодорожного рельса символизирует Экспериментальное кольцо Всероссийского научно-исследовательского института железнодорожного транспорта; сквозная кирпичная арка (печь) - символ Щербинского завода электроплавленных огнеупоров и расположенного на территории городского округа предприятия Подольскогнеупор; стенозубчатый край (шестерня) - символ Щербинского лифтостроительного завода. Сияние в виде лучей символизирует единство жизни и молодости. Применённые во флаге цвета символизируют: синий цвет (лазурь) - символ чести, искренности и добродетели, а также символизирует аэропорт и входящий в состав городского округа гарнизон Остафьево; желтый цвет (золото) - символ прочности и силы, справедливости и самостоятельности; белый цвет (серебро) - символ чистоты и откровенности.";"1031136651";
"101";"Герб поселения Рязановское в городе Москве";"Герб";"4eb76288-05ee-458a-b351-1799466917d7";"В лазоревом поле на узкой зеленой оконечности - серебряная арка, в которой - гусиное перо того же металла положенное косвенно слева и продетое сквозь золотую корону.";"История территорий, вошедших в состав поселения насчитывает не одно столетие. Так название места «Рязанове» вероятно произошло от имени его первого владельца - Резанова Мурата Дмитриевича, боярина царя Ивана Грозного. Соседнее Остафьево впервые упоминаемое в 1627 году, своей широкой известностью обязано знаменитой усадьбе, построенной в середине XVIII столетия. С Остафьевым связаны имена многих известных людей: князей Вяземских, А.С. Пушкина, А.С. Грибоедова, Д.В. Давыдова, Е.А. Баратынского, Н.В. Гоголя. Изображение пера и древней царской короны в гербе поселения говорит о том, что именно здесь Н.М. Карамзин писал «Историю государства Российского» - первое историческое описание России широко доступное для читателей. В своем труде Николай Михайлович выступил и как историк, и как писатель, заботясь о красоте и доступности языка. Символика основной фигуры герба - арки многозначна: каменная арка - аллегория известных Девятовских каменоломен, где добывался белый камень - известняк, широко известный как «Подольский мрамор»; открытая арка - символ гостеприимства и радушия. На территории поселения всегда много гостей. Интересующиеся историей и культурой найдут много интересного в музее-усадьбе Остафьево. Здесь развит туризм, в том числе и спелеологический;
арка напоминает своими очертаниями монумент Защитникам Отечества и символизирует память о жителях поселения (воинах и тружениках тыла), защищавших во время Великой Отечественной Войны нашу Родину; каменная арка - традиционное архитектурное украшение русских усадеб и в этом качестве она образно указывает на усадьбу Остафьево. Зеленая оконечность символизирует не только замечательную природу поселения, но и любимый многими отдыхающими санаторий «Ерино». Зеленый цвет - символ природы, здоровья, молодости, жизненной энергии, роста. Золото - символ урожая, богатства, стабильности, уважения и интеллекта. Серебро - символ чистоты, совершенства, мира и взаимопонимания.";"1031136658";
"102";"Флаг поселения Рязановское в городе Москве";"Флаг";"8d1e1407-6c12-44e0-9a0c-522a76fbdc49";"Прямоугольное двухстороннее полотнище голубого цвета с отношением ширины к длине 2:3, несущее вдоль нижнего края полосу зеленого цвета шириной 1:10 ширины полотнища. В центре полотнища, от зеленой полосы до верхнего края полотнища располагается арка белого цвета, в которой - гусиное перо того же цвета положенное косвенно слева и продетое сквозь корону желтого цвета.";"История территорий, вошедших в состав поселения насчитывает не одно столетие. Так название места «Рязаново» вероятно произошло от имени его первого владельца - Резанова Мурата Дмитриевича, боярина царя Ивана Грозного. Соседнее Остафьево впервые упоминаемое в 1627 году, своей широкой известностью обязано знаменитой усадьбе, построенной в середине XVIII столетия. С Остафьевым связаны имена многих известных людей: князей Вяземских, А.С. Пушкина, А.С. Грибоедова, Д.В. Давыдова, Е.А. Баратынского, Н.В. Гоголя.
Изображение пера и древней царской короны в гербе поселения говорит о том, что именно здесь Н.М. Карамзин писал «Историю государства Российского» - первое историческое описание России широко доступное для читателей. В своем труде Николай Михайлович выступил и как историк, и как писатель, заботясь о красоте и доступности языка. Символика основной фигуры флага - арки многозначна: каменная арка - аллегория известных Девятовских каменоломен, где добывался белый камень - известняк, широко известный как «Подольский мрамор»; открытая арка - символ гостеприимства и радушия. На территории поселения всегда много гостей. Интересующиеся историей и культурой найдут много интересного в музее-усадьбе Остафьево. Здесь развит туризм, в том числе и спелеологический;
арка напоминает своими очертаниями монумент Защитникам Отечества и символизирует память о жителях поселения (воинах и тружениках тыла), защищавших во время Великой Отечественной войны нашу Родину; каменная арка - традиционное архитектурное украшение русских усадеб и в этом качестве она образно указывает на усадьбу Остафьево. Зеленая оконечность символизирует не только замечательную природу поселения, но и любимый многими отдыхающими Санаторий «Ерино». Зеленый цвет - символ природы, здоровья, молодости, жизненной энергии, роста. Золото - символ урожая, богатства, стабильности, уважения и интеллекта. Серебро - символ чистоты, совершенства, мира и взаимопонимания.";"1031136680";
"103";"Нагрудный знак к Почетной грамоте муниципального округа Чертаново Северное в городе Москве";"Знак отличия";"3a35e4a0-e3b3-449e-baa8-ed30f06b4729";"Знак выполнен в виде фигурного картуша из металла золотистого цвета, в центре которого помещен многоцветный герб муниципального округа Чертаново Северное в обрамлении: вверху - двух рельефных, стилизованных, листьев аканта ниспадающих с внешнего выгнутого ранта, расходящихся в стороны и опирающихся на верхний край гербового щита; по бокам - нисходящими стилизованными листьями аканта, соединяющимися внизу. Верхняя часть картуша над гербом (между рельефными листьями аканта) залита темно-красной (рубиновой) эмалью.";"-";"1031136681";
"104";"Эмблема Департамента по делам гражданской обороны чрезвычайным ситуациям и пожарной безопасности города Москвы";"Эмблема";"e85b634e-32ee-410a-9100-ba0bea8e8562";"В синем поле под главой, отделенной тонкой серебряной нитью, несущей герб города Москвы (в темно-красном поле - святой Георгий Победоносец в серебряных доспехах и голубой мантии на серебряном коне с серебряной сбруей, поражающий золотым копьем черного змия), серебряная видимая сверху крепость (фортеция) о шести бастионах (двумя вверх) со вписанным в нее червленым мерлоном, поверх которого в центре наложены серебряные каска пожарного и за ней - два пожарных (с остриями на обухах) топора накрест. Фигурный щит имеет серебряный контур и окаймлен разомкнутым серебряным венком из листьев аканта.";"Основная фигура эмблемы - шестибастионная серебряная крепость (фортеция) внутри которой вписан червленый мерлон символизирует надежную защиту и оборону гражданского населения города Москвы, которую осуществляют сотрудники Департамента ГОЧСиПБ при чрезвычайных ситуациях. Каска пожарного наложенная на два скрещенных пожарных топорика символизирует способы проведения аварийно-восстановительных и других неотложных работ по спасению людей, культурных и материальных ценностей сотрудниками и работниками Департамента ГОЧСиПБ. Червленая глава щита несущая герб города Москвы - Святого Георгия Победоносца в серебряных доспехах и голубой мантии (плаще) на серебряном коне с серебряной сбруей, поражающего золотым копьем черного змия указывает на принадлежность Департамента ГОЧСиПБ к органам исполнительной власти города Москвы. Синее поле щита обозначает цвета Департамента ГОЧСиПБ. Листья аканта окаймляющие фигурный щит характерные для архитектуры города Москвы и широко используемые при орнаментации фризов и карнизов в строительстве домов и сооружений также указывают на принадлежность к городу Москве.";"1031136696";
"105";"Герб муниципального округа Орехово-Борисово Южное в городе Москве";"Герб";"fa3a53a1-b4b5-4a06-99c5-a1d9ff11d41a";"В золотом поле - три (один и два) зеленых листа лесного ореха (лещины), соединенных черенками, и поверх них - три (два и один) золотых плода соединенных друг с другом зелеными чашками (плюсками).";"Три лесных ореха на трех листьях символизируют принадлежность муниципального округа к сформированному в 1970-х годах крупному жилому массиву Орехово-Борисово, в основу названия которого вошли наименования старых деревень XVI в. Орехово и Борисово. Название деревни Орехово сохранилось в современном наименовании проходящего по территории местности Орехового бульвара. Золотое поле символизирует южную часть жилого массива Орехово-Борисово.";"1031136708";
